Plate Type,Violation Code,Vehicle Body Type,Vehicle Make,Violation Location,Violation Time,Violation County,Vehicle Color,Violation In Front Of Or Opposite
PAS,21,SUBN,FORD,103.0,Morning,Q,BLACK,I
PAS,38,SUBN,SUBAR,6.0,Morning,NY,WHITE,F
COM,20,VAN,FORD,10.0,Afternoon,NY,BL,F
PAS,21,CONV,PORSC,18.0,Morning,NY,GY,F
COM,20,VAN,CHEVR,19.0,Morning,NY,WHITE,F
PAS,40,SUBN,TOYOT,52.0,Morning,BX,RED,F
COM,46,VAN,ME/BE,47.0,Early Morning,BX,BL,F
PAS,40,SUBN,NISSA,68.0,Early Morning,K,GREY,F
PAS,21,4DSD,TOYOT,84.0,Morning,K,LT/,F
PAS,40,2DSD,NISSA,114.0,Early Morning,Q,WHITE,F
PAS,20,4DSD,SUBAR,10.0,Morning,NY,GREEN,F
PAS,11,VAN,FORD,6.0,Early Morning,NY,WHITE,F
COM,19,REFG,HIN,9.0,Afternoon,NY,WH,O
PAS,70,SUBN,CADIL,18.0,Morning,NY,WH,O
PAS,71,4DSD,HONDA,9.0,Morning,NY,GY,O
PAS,38,4DSD,MAZDA,107.0,Morning,Q,RD,O
PAS,40,SUBN,ME/BE,103.0,Morning,Q,BK,O
PAS,74,SUBN,BMW,109.0,Morning,Q,GY,F
PAS,20,SUBN,JEEP,84.0,Early Morning,K,BL,I
COM,20,VAN,FORD,19.0,Morning,NY,WH,F
ITP,70,SUBN,SUBAR,75.0,Morning,K,BLACK,F
COM,46,VAN,FRUEH,10.0,Early Morning,NY,WHITE,I
PAS,14,REFG,INTER,7.0,Early Morning,NY,WHITE,I
PAS,20,SUBN,HONDA,75.0,Morning,K,BLACK,F
PAS,38,SUBN,BMW,111.0,Early Morning,Q,BL,F
PAS,38,4DSD,TOYOT,70.0,Morning,K,BLUE,F
PAS,40,SUBN,CADIL,67.0,Morning,K,WHITE,F
PAS,20,4DSD,SUBAR,1.0,Early Morning,NY,GY,F
PAS,21,SUBN,MAZDA,61.0,Morning,K,WH,F
PAS,21,SUBN,HONDA,83.0,Morning,K,WHITE,O
PAS,42,VAN,NISSA,18.0,Early Morning,NY,WHITE,I
PAS,14,4DSD,CHEVR,102.0,Morning,Q,BK,F
PAS,14,SUBN,FORD,71.0,Morning,K,WHITE,O
PAS,16,SUBN,BMW,84.0,Morning,K,GR,F
PAS,16,SUBN,FORD,84.0,Morning,K,WH,F
PAS,31,SUBN,FORD,13.0,Early Morning,NY,RED,O
PAS,40,4DSD,KIA,52.0,Morning,BX,BLUE,F
PAS,40,SUBN,ROVER,109.0,Morning,Q,BLACK,F
PAS,74,4DSD,NISSA,109.0,Morning,Q,BLUE,O
COM,20,VAN,CHEVR,13.0,Morning,NY,WHITE,O
COM,20,UTIL,HONDA,10.0,Morning,NY,WH,F
PAS,18,DELV,FRUEH,9.0,Morning,NY,WHITE,O
PAS,31,SUBN,GMC,5.0,Early Morning,NY,WH,F
PAS,10,SUBN,NISSA,78.0,Afternoon,K,GY,F
ORG,38,SUBN,HONDA,112.0,Early Morning,Q,BK,O
PAS,38,4DSD,FORD,52.0,Afternoon,BX,RD,F
PAS,21,SUBN,HONDA,79.0,Morning,K,BK,F
PAS,51,SUBN,TOYOT,109.0,Morning,Q,BLACK,F
COM,69,VAN,RAM,10.0,Early Morning,NY,BK,F
COM,20,VAN,FORD,6.0,Morning,NY,WH,F
PAS,20,SUBN,JEEP,6.0,Early Morning,NY,BK,F
PAS,71,SUBN,JEEP,104.0,Morning,Q,RD,F
PAS,21,VAN,DODGE,104.0,Morning,Q,BKW,I
PAS,21,4DSD,NISSA,67.0,Morning,K,BLUE,I
PAS,14,SUBN,GMC,90.0,Morning,K,BLACK,I
PAS,38,4DSD,CHEVR,111.0,Early Morning,Q,GR,O
PAS,37,SUBN,HONDA,6.0,Afternoon,NY,GY,F
PAS,14,SUBN,HONDA,19.0,Morning,NY,SILVE,O
PAS,38,SUBN,TOYOT,23.0,Morning,NY,SILVE,F
PAS,40,SUBN,HONDA,83.0,Morning,K,BLACK,F
PAS,38,SUBN,CHEVR,109.0,Morning,Q,WHITE,F
PAS,71,SUBN,DODGE,109.0,Morning,Q,GY,I
LMB,21,MOPD,NIU,83.0,Morning,K,BLACK,F
PAS,70,SUBN,JEEP,78.0,Morning,K,GY,I
PAS,38,4DSD,INFIN,114.0,Early Morning,Q,GY,F
PAS,38,SUBN,ACURA,70.0,Early Morning,K,RED,I
COM,78,VAN,FORD,70.0,Early Morning,K,WH,I
COM,78,VAN,FORD,63.0,Morning,K,WH,O
PAS,38,SUBN,MAZDA,114.0,Morning,Q,GY,F
PAS,14,SUBN,FORD,109.0,Morning,Q,RD,O
PAS,37,4DSD,TOYOT,108.0,Early Morning,Q,BLACK,F
COM,19,DELV,UTILI,114.0,Early Morning,Q,BROWN,F
PAS,38,2DSD,INFIN,43.0,Morning,BX,GREY,I
PAS,19,4DSD,HYUND,62.0,Early Morning,K,RED,I
PAS,17,SUBN,NISSA,69.0,Early Morning,K,GY,O
PAS,37,SUBN,SUBAR,115.0,Early Morning,Q,GY,F
PAS,40,SUBN,HONDA,77.0,Morning,K,GREY,F
COM,40,DELV,INTER,114.0,Morning,Q,GR,F
PAS,40,SUBN,TESLA,72.0,Early Morning,K,RED,F
PAS,38,SUBN,HONDA,109.0,Morning,Q,RED,F
COM,46,VAN,FRUEH,20.0,Early Morning,NY,BROWN,F
PAS,40,SUBN,LINCO,66.0,Morning,K,BLACK,F
COM,20,VAN,FORD,6.0,Early Morning,NY,WHITE,F
PAS,37,4DSD,ME/BE,19.0,Afternoon,NY,WH,O
PAS,20,SUBN,HONDA,66.0,Morning,K,BLACK,F
PAS,19,SUBN,TOYOT,66.0,Morning,K,WH,F
PAS,69,VAN,FORD,13.0,Morning,NY,WHITE,F
PAS,38,SUBN,DODGE,45.0,Early Morning,BX,GY,F
COM,21,VAN,FORD,84.0,Morning,K,WH,F
PAS,21,4DSD,SUBAR,24.0,Morning,NY,BLUE,O
PAS,40,SUBN,MITSU,67.0,Early Morning,K,GREY,O
COM,20,SUBN,DODGE,6.0,Morning,NY,WHITE,F
PAS,14,SUBN,LINCO,66.0,Afternoon,K,BLACK,O
PAS,37,SUBN,ACURA,112.0,Morning,Q,BL,F
PAS,20,SUBN,FORD,13.0,Morning,NY,WHITE,F
PAS,21,4DSD,HONDA,100.0,Morning,Q,WH,I
PAS,38,SUBN,JAGUA,114.0,Early Morning,Q,WH,F
PAS,68,SUBN,HONDA,79.0,Morning,K,GY,F
COM,69,VAN,ME/BE,20.0,Morning,NY,GY,F
PAS,21,SUBN,HONDA,70.0,Morning,K,GY,F
PAS,20,SUBN,SUZUK,83.0,Early Morning,K,BK,O
COM,20,VAN,CHEVR,9.0,Morning,NY,WHITE,F
PAS,21,SUBN,ME/BE,84.0,Morning,K,SILVE,F
COM,20,UTIL,FRUEH,1.0,Morning,NY,WH,F
999,14,PICK,DODGE,66.0,Morning,K,GREY,O
PAS,37,SUBN,LEXUS,114.0,Early Morning,Q,WH,O
PAS,38,SUBN,INFIN,18.0,Afternoon,NY,BL,I
COM,71,VAN,FRUEH,43.0,Afternoon,BX,WHITE,O
PAS,70,SUBN,FORD,108.0,Early Morning,Q,BK,F
PAS,40,DELV,HIN,14.0,Morning,NY,WHITE,F
SRF,21,SUBN,JEEP,34.0,Morning,NY,GREEN,O
COM,16,VAN,NISSA,6.0,Morning,NY,WH,F
COM,14,DELV,FRUEH,14.0,Early Morning,NY,WHITE,I
COM,69,VAN,RAM,6.0,Afternoon,NY,BL,F
COM,46,DELV,HIN,9.0,Early Morning,NY,WH,O
COM,69,PICK,CHEVR,10.0,Morning,NY,WH,F
PAS,38,SUBN,CHEVR,107.0,Early Morning,Q,GY,F
COM,40,VAN,FORD,110.0,Early Morning,Q,WH,F
PAS,37,4DSD,BMW,9.0,Early Morning,NY,BLACK,O
COM,42,VAN,CHEVR,10.0,Morning,NY,WH,F
PAS,38,4DSD,TOYOT,13.0,Morning,NY,SILVE,F
COM,14,VAN,WORKH,18.0,Early Morning,NY,BROWN,I
PAS,20,SUBN,ME/BE,33.0,Morning,NY,WH,F
PAS,38,SUBN,BMW,62.0,Morning,K,BK,F
PAS,50,SUBN,LEXUS,70.0,Morning,K,WH,I
PAS,38,4DSD,LINCO,90.0,Afternoon,K,BK,F
PAS,38,4DSD,HONDA,105.0,Morning,Q,GY,O
PAS,21,4DSD,NISSA,114.0,Morning,Q,BK,F
PAS,14,SUBN,ROVER,6.0,Morning,NY,GREY,O
PAS,20,SUBN,FORD,6.0,Afternoon,NY,BK,O
PAS,74,TRAC,FRUEH,20.0,Morning,NY,YELLO,F
COM,48,REFG,HIN,23.0,Morning,NY,ORANG,I
COM,42,VAN,FORD,9.0,Early Morning,NY,WH,O
PAS,82,VAN,FORD,6.0,Afternoon,NY,WHITE,O
APP,46,DELV,HIN,24.0,Morning,NY,WH,I
OMT,40,SUBN,TOYOT,44.0,Morning,BX,WH,F
COM,47,VAN,FRUEH,10.0,Morning,NY,BROWN,I
PAS,20,4DSD,ME/BE,25.0,Morning,NY,BLACK,F
OMT,21,TAXI,TOYOT,28.0,Morning,NY,YW,I
PAS,40,2DSD,HONDA,34.0,Early Morning,NY,BK,I
PAS,17,SUBN,HYUND,23.0,Morning,NY,WH,I
PAS,19,SUBN,JEEP,122.0,Early Morning,R,WHITE,F
COM,69,PICK,CHEVR,9.0,Early Morning,NY,WH,F
PAS,50,4DSD,DODGE,33.0,Early Morning,NY,WHITE,I
PAS,40,4DSD,DODGE,73.0,Morning,K,GREY,F
COM,61,REFG,ISUZU,114.0,Morning,Q,WH,O
PAS,37,4DSD,HONDA,115.0,Morning,Q,GY,F
PAS,40,4DSD,FORD,6.0,Morning,NY,BLUE,I
PAS,70,PICK,CHEVR,18.0,Morning,NY,WH,F
PAS,10,DELV,INTER,9.0,Early Morning,NY,YELLO,F
PAS,20,4DSD,TOYOT,9.0,Morning,NY,WHITE,F
PAS,71,SUBN,TOYOT,105.0,Morning,Q,BK,F
PAS,21,SUBN,NISSA,115.0,Morning,Q,BK,F
COM,69,VAN,FORD,17.0,Early Morning,NY,WH,O
PAS,48,4DSD,FORD,6.0,Early Morning,NY,BLACK,F
PAS,14,4DSD,CHRYS,19.0,Morning,NY,BLACK,F
SRF,46,SUBN,TOYOT,62.0,Early Morning,K,BK,F
PAS,20,4DSD,KIA,61.0,Morning,K,TAN,F
COM,40,VAN,RAM,114.0,Afternoon,Q,WH,F
PAS,70,4DSD,NISSA,94.0,Morning,K,BK,F
PAS,64,SUBN,SUBAR,19.0,Morning,NY,SILVE,F
OMT,20,4DSD,TOYOT,52.0,Morning,BX,BK,F
PAS,21,4DSD,CHEVR,81.0,Morning,K,BL,F
PAS,21,SUBN,JEEP,75.0,Morning,K,GREY,F
PAS,14,TRAC,INTER,13.0,Morning,NY,WHITE,O
PAS,38,4DSD,NISSA,18.0,Early Morning,NY,SILVE,I
PAS,21,SUBN,HONDA,50.0,Afternoon,BX,WH,F
PAS,38,SUBN,HONDA,23.0,Early Morning,NY,SILVE,F
PAS,21,4DSD,HONDA,70.0,Morning,K,BLACK,F
PAS,21,2DSD,INFIN,75.0,Morning,K,BLACK,F
SRF,74,4DSD,NISSA,44.0,Morning,BX,GY,F
PAS,21,4DSD,HONDA,40.0,Morning,BX,GY,O
PAS,38,SUBN,LEXUS,1.0,Early Morning,NY,BLACK,F
999,14,4DSD,HONDA,84.0,Early Morning,K,BLACK,O
COM,38,VAN,HIN,9.0,Morning,NY,WH,F
PAS,38,SUBN,NISSA,45.0,Morning,BX,BK,F
PAS,38,SUBN,ME/BE,112.0,Morning,Q,BK,F
PAS,38,SUBN,HONDA,108.0,Morning,Q,BK,F
COM,69,VAN,FRUEH,19.0,Morning,NY,WHB,O
PAS,21,SUBN,JEEP,24.0,Morning,NY,BK,I
PAS,19,SUBN,FORD,115.0,Morning,Q,WH,F
COM,42,TRLR,RAM,14.0,Early Morning,NY,WH,F
PAS,46,SUBN,BMW,79.0,Morning,K,BLACK,F
PAS,38,SUBN,LINCO,112.0,Early Morning,Q,WH,F
PAS,20,SUBN,ROVER,19.0,Morning,NY,BK,F
PAS,71,SUBN,HONDA,108.0,Morning,Q,BK,I
COM,10,VAN,FRUEH,9.0,Afternoon,NY,WHITE,I
PAS,74,SUBN,NISSA,28.0,Early Morning,NY,GREY,F
SRF,40,SUBN,DODGE,121.0,Morning,R,WH,F
PAS,38,SUBN,HYUND,108.0,Early Morning,Q,GY,I
COM,21,VAN,RAM,109.0,Morning,Q,WH,F
PAS,16,SUBN,NISSA,1.0,Morning,NY,GR,O
TRC,14,TRAC,FRUEH,1.0,Morning,NY,RD,I
PAS,70,4DSD,TOYOT,115.0,Early Morning,Q,WHITE,F
COM,14,REFG,INTER,14.0,Morning,NY,RD,F
PAS,14,SUBN,INFIN,120.0,Morning,R,WH,I
PAS,21,SUBN,CHEVR,19.0,Morning,NY,GREY,F
PAS,14,SUBN,CHEVR,108.0,Morning,Q,BLACK,O
PAS,17,SUBN,RAM,6.0,Early Morning,NY,GY,F
PAS,19,REFG,HIN,6.0,Morning,NY,WHITE,F
COM,40,VAN,FORD,6.0,Morning,NY,WH,F
PAS,21,4DSD,VOLKS,114.0,Morning,Q,GY,I
PAS,17,SUBN,CHEVR,13.0,Morning,NY,BLACK,O
PAS,38,SUBN,CHEVR,62.0,Morning,K,WH,F
PAS,21,VAN,FORD,43.0,Morning,BX,SILVE,O
COM,20,VAN,FORD,20.0,Afternoon,NY,WH,F
HIS,20,SUBN,TOYOT,5.0,Morning,NY,RD,F
PAS,38,SUBN,ROVER,20.0,Afternoon,NY,GREY,F
COM,21,VAN,CHEVR,19.0,Morning,NY,WH,F
PAS,20,4DSD,NISSA,112.0,Morning,Q,GY,O
PAS,17,4DSD,HONDA,7.0,Morning,NY,BK,O
PAS,21,4DSD,NISSA,42.0,Afternoon,BX,GREY,F
PAS,37,SUBN,NISSA,13.0,Early Morning,NY,BK,F
PAS,38,4DSD,ME/BE,23.0,Morning,NY,GY,F
PAS,37,SUBN,HONDA,115.0,Early Morning,Q,GREY,O
PAS,31,4DSD,ME/BE,13.0,Early Morning,NY,WHITE,O
COM,74,VAN,FORD,1.0,Early Morning,NY,WH,F
COM,21,VAN,FORD,107.0,Morning,Q,GY,F
PAS,31,SUBN,FORD,13.0,Early Morning,NY,WHITE,F
COM,14,VAN,FORD,20.0,Morning,NY,WH,F
PAS,19,SUBN,NISSA,66.0,Early Morning,K,GREY,F
COM,69,VAN,FORD,13.0,Morning,NY,WH,F
999,21,4DSD,HONDA,46.0,Morning,BX,RED,F
PAS,37,SUBN,HONDA,9.0,Afternoon,NY,GY,I
COM,46,VAN,FRUEH,1.0,Early Morning,NY,BROWN,F
COM,71,VAN,RAM,105.0,Morning,Q,WH,F
PAS,38,4DSD,FORD,6.0,Early Morning,NY,GREY,F
COM,14,VAN,CHEVR,1.0,Early Morning,NY,WHITE,F
PAS,38,SUBN,HONDA,70.0,Morning,K,WH,F
PAS,20,SUBN,TOYOT,66.0,Morning,K,BL,F
PAS,16,SUBN,INFIN,84.0,Morning,K,GY,F
PAS,31,4DSD,HONDA,9.0,Early Morning,NY,BLACK,F
OMT,21,TAXI,TOYOT,66.0,Morning,K,YW,F
OMT,46,SUBN,TOYOT,43.0,Morning,BX,BK,F
PAS,70,4DSD,HONDA,83.0,Afternoon,K,GY,O
PAS,38,4DSD,NISSA,1.0,Early Morning,NY,GREY,F
PAS,16,4DSD,HONDA,115.0,Morning,Q,RD,F
PAS,16,4DSD,FORD,9.0,Morning,NY,BLACK,F
PAS,38,SUBN,JEEP,7.0,Afternoon,NY,SILVE,O
PAS,40,SUBN,TOYOT,43.0,Morning,BX,BK,F
PAS,40,4DSD,HYUND,66.0,Morning,K,GREY,F
PAS,16,4DSD,BMW,68.0,Morning,K,BLACK,O
PAS,70,4DSD,BMW,19.0,Morning,NY,BL,F
PAS,70,SUBN,JEEP,88.0,Early Morning,K,GREY,F
PAS,31,PICK,TOYOT,14.0,Early Morning,NY,GY,O
OMT,50,4DSD,CHEVR,70.0,Early Morning,K,GY,I
PAS,48,VAN,FRUEH,88.0,Early Morning,K,WHITE,O
PAS,71,4DSD,TOYOT,77.0,Early Morning,K,GL,F
PAS,14,VAN,GMC,94.0,Morning,K,WHITE,I
PAS,38,SUBN,VOLKS,14.0,Morning,NY,BLACK,F
PAS,47,REFG,ISUZU,14.0,Morning,NY,WHITE,O
PAS,38,SUBN,VOLKS,109.0,Morning,Q,WHITE,F
PAS,21,SUBN,SUBAR,94.0,Afternoon,K,GY,O
PAS,21,SUBN,CHRYS,78.0,Morning,K,RED,I
PAS,46,SUBN,FORD,73.0,Morning,K,GREY,F
COM,14,VAN,FRUEH,19.0,Morning,NY,BROWN,F
PAS,21,SUBN,LEXUS,90.0,Morning,K,RED,O
COM,20,VAN,FORD,9.0,Early Morning,NY,BROWN,F
PAS,31,SUBN,FORD,9.0,Early Morning,NY,GREY,O
SRF,21,4DSD,CHEVR,26.0,Morning,NY,GY,O
PAS,74,H/WH,COA,52.0,Morning,BX,WH,F
PAS,74,4DSD,AUDI,88.0,Early Morning,K,GREY,I
PAS,40,4DSD,MAZDA,94.0,Morning,K,GREY,F
PAS,38,4DSD,TOYOT,14.0,Morning,NY,GY,I
COM,48,VAN,FRUEH,10.0,Early Morning,NY,WHITE,F
COM,14,VAN,FRUEH,109.0,Morning,Q,BROWN,F
PAS,10,4DSD,HONDA,42.0,Early Morning,BX,GREY,O
PAS,38,SUBN,NISSA,102.0,Early Morning,Q,WH,F
COM,46,VAN,FRUEH,1.0,Morning,NY,WH,O
PAS,40,2DSD,CHEVR,20.0,Early Morning,NY,GY,I
COM,71,REFG,HIN,115.0,Morning,Q,WH,O
SRF,19,PICK,FORD,61.0,Early Morning,K,WHITE,F
PAS,20,SUBN,CHEVR,90.0,Morning,K,OTHER,F
PAS,21,4DSD,AUDI,6.0,Morning,NY,BLACK,I
COM,14,VAN,CHEVR,1.0,Early Morning,NY,WHITE,O
PAS,20,4DSD,ME/BE,20.0,Early Morning,NY,BLACK,O
PAS,21,SUBN,TOYOT,42.0,Afternoon,BX,SILVE,I
PAS,21,SUBN,TOYOT,66.0,Morning,K,WH,F
PAS,38,SUBN,SUBAR,109.0,Early Morning,Q,WH,O
PAS,46,2DSD,ME/BE,19.0,Morning,NY,BLACK,F
PAS,16,DELV,FORD,5.0,Afternoon,NY,SILVE,F
PAS,71,SUBN,ALFAR,7.0,Morning,NY,BK,F
PAS,38,SUBN,KIA,66.0,Morning,K,RD,F
PAS,21,4DSD,NISSA,66.0,Morning,K,BL,F
PAS,38,SUBN,MINI,109.0,Early Morning,Q,BLUE,F
PAS,10,DELV,FRUEH,1.0,Morning,NY,WHITE,F
PAS,38,SUBN,NISSA,66.0,Early Morning,K,BLACK,O
PAS,21,4DSD,TOYOT,75.0,Morning,K,BL,F
PAS,37,SUBN,TOYOT,112.0,Early Morning,Q,BR,O
PAS,14,SUBN,HONDA,122.0,Early Morning,R,RD,I
PAS,21,4DSD,HYUND,19.0,Morning,NY,BLACK,F
PAS,38,PICK,RAM,112.0,Afternoon,Q,WH,F
PAS,38,SUBN,MAZDA,109.0,Morning,Q,BK,F
PAS,21,SUBN,ME/BE,48.0,Morning,BX,WH,F
PAS,70,4DSD,NISSA,73.0,Morning,K,GY,O
PAS,21,4DSD,TOYOT,90.0,Early Morning,K,BL,F
PAS,38,SUBN,CHEVR,106.0,Early Morning,Q,BK,F
PAS,14,4DSD,TOYOT,13.0,Morning,NY,GY,O
PAS,40,DELV,HIN,28.0,Afternoon,NY,BLUE,F
PAS,21,4DSD,DODGE,61.0,Afternoon,K,RD,O
PAS,78,VAN,FORD,66.0,Morning,K,WHITE,F
PAS,37,SUBN,TOYOT,109.0,Early Morning,Q,WH,F
PAS,21,PICK,CHEVR,107.0,Morning,Q,BL,F
PAS,21,SUBN,GMC,68.0,Morning,K,WH,O
PAS,21,SUBN,HONDA,115.0,Morning,Q,WH,F
PAS,50,SUBN,JEEP,70.0,Morning,K,WH,I
PAS,38,4DSD,KIA,47.0,Early Morning,BX,BLACK,O
PAS,21,4DSD,MERCU,25.0,Morning,NY,GY,I
PAS,17,SUBN,GMC,123.0,Morning,R,WH,I
PAS,21,CONV,MINI,88.0,Afternoon,K,RD,F
COM,20,REFG,HIN,6.0,Morning,NY,WH,F
COM,19,DELV,INTER,6.0,Morning,NY,MR,F
PAS,40,SUBN,ROVER,34.0,Early Morning,NY,WH,I
PAS,21,SUBN,DODGE,79.0,Morning,K,WH,F
PAS,19,SUBN,DODGE,104.0,Morning,Q,BK,O
PAS,71,PICK,FORD,70.0,Early Morning,K,BK,F
PAS,21,SUBN,ROVER,70.0,Morning,K,GY,F
SRF,40,SUBN,PORSC,75.0,Early Morning,K,BK,F
999,21,SUBN,HYUND,107.0,Morning,Q,SILVE,F
PAS,40,4DSD,NISSA,42.0,Morning,BX,BK,I
PAS,38,SUBN,MAZDA,104.0,Morning,Q,BL,O
OMT,38,SUBN,CHEVR,13.0,Morning,NY,BK,I
PAS,16,SUBN,JEEP,10.0,Early Morning,NY,BL,O
OMT,16,4DSD,TOYOT,13.0,Morning,NY,BK,F
PAS,40,SUBN,ROVER,19.0,Morning,NY,GY,O
PAS,21,PICK,RAM,112.0,Morning,Q,RD,F
PAS,21,SUBN,HONDA,79.0,Morning,K,BK,O
SRF,38,4DSD,AUDI,108.0,Afternoon,Q,GY,I
COM,16,PICK,FORD,10.0,Early Morning,NY,BL,F
OMT,70,4DSD,TOYOT,52.0,Morning,BX,WH,F
COM,42,VAN,FORD,6.0,Early Morning,NY,WH,F
PAS,40,SUBN,VOLKS,24.0,Early Morning,NY,RED,F
PAS,20,SUBN,BMW,30.0,Morning,NY,GREY,F
PAS,71,4DSD,INFIN,77.0,Morning,K,GY,O
COM,48,VAN,FORD,77.0,Early Morning,K,WH,F
PAS,38,SUBN,ME/BE,90.0,Early Morning,K,BK,F
PAS,14,REFG,HIN,9.0,Morning,NY,WHITE,F
PAS,74,4DSD,HONDA,10.0,Afternoon,NY,WHITE,I
PAS,20,4DSD,SUBAR,34.0,Morning,NY,RD,F
PAS,71,SUBN,TOYOT,47.0,Afternoon,BX,GY,F
PAS,20,SUBN,JEEP,52.0,Morning,BX,BLACK,O
PAS,21,SUBN,MAZDA,19.0,Morning,NY,BL,F
PAS,16,SUBN,FORD,90.0,Morning,K,WH,O
PAS,16,4DSD,INFIN,90.0,Afternoon,K,BLUE,F
PAS,40,SUBN,PORSC,114.0,Early Morning,Q,WH,F
PAS,69,VAN,FORD,10.0,Morning,NY,WHITE,O
PAS,14,4DSD,AUDI,79.0,Morning,K,BLUE,O
COM,14,VAN,FORD,84.0,Early Morning,K,GY,F
PAS,40,SUBN,HYUND,108.0,Early Morning,Q,BL,F
PAS,16,4DSD,ME/BE,17.0,Morning,NY,GY,O
PAS,31,SUBN,LEXUS,13.0,Morning,NY,SILVE,O
OMT,19,TAXI,NISSA,114.0,Afternoon,Q,YW,O
PAS,38,SUBN,LINCO,114.0,Morning,Q,BLACK,I
COM,47,DELV,INTER,13.0,Early Morning,NY,GR,F
PAS,21,SUBN,ME/BE,60.0,Morning,K,BL,O
PAS,46,SUBN,CHEVR,48.0,Morning,BX,WH,F
PAS,16,4DSD,ME/BE,33.0,Early Morning,NY,WHITE,O
PAS,21,TRLR,HIN,70.0,Early Morning,K,WHITE,O
PAS,38,SUBN,HYUND,114.0,Early Morning,Q,BK,F
CMB,38,4DSD,INFIN,49.0,Morning,BX,GREY,O
PAS,74,SUBN,TOYOT,70.0,Afternoon,K,BK,F
PAS,16,SUBN,TOYOT,94.0,Afternoon,K,GY,I
PAS,20,SUBN,JEEP,94.0,Early Morning,K,GY,I
PAS,51,SUBN,BUICK,90.0,Morning,K,BLUE,O
PAS,38,SUBN,ACURA,61.0,Afternoon,K,BK,O
PAS,46,PICK,TOYOT,46.0,Morning,BX,LT/,O
PAS,40,SUBN,INFIN,42.0,Morning,BX,GY,F
PAS,40,SUBN,GMC,76.0,Morning,K,TN,I
TOW,71,TOW,GMC,41.0,Morning,BX,BK,F
COM,46,VAN,HIN,10.0,Morning,NY,WH,F
PAS,14,SUBN,DODGE,42.0,Morning,BX,GREY,O
PAS,40,4DSD,TOYOT,66.0,Early Morning,K,BK,F
PAS,74,4DSD,FORD,114.0,Early Morning,Q,BL,F
PAS,21,SUBN,NISSA,20.0,Morning,NY,GREY,I
PAS,40,PICK,GMC,45.0,Morning,BX,WHITE,F
999,21,SUBN,JEEP,76.0,Afternoon,K,BLACK,O
PAS,19,SUBN,JEEP,78.0,Afternoon,K,BK,O
PAS,21,SUBN,NISSA,19.0,Morning,NY,GY,I
PAS,21,SUBN,ACURA,32.0,Morning,NY,WH,I
PAS,46,PICK,CHEVR,41.0,Afternoon,BX,BK,F
PAS,20,PICK,CHEVR,115.0,Early Morning,Q,GREY,I
PAS,74,4DSD,BMW,20.0,Early Morning,NY,GY,O
PAS,38,4DSD,NISSA,107.0,Early Morning,Q,BLACK,O
PAS,31,4DSD,HONDA,19.0,Morning,NY,BK,F
COM,14,VAN,HIN,19.0,Morning,NY,WH,F
PAS,40,SUBN,INFIN,94.0,Morning,K,BK,I
PAS,20,SUBN,HONDA,102.0,Early Morning,Q,BL,F
PAS,71,4DSD,HONDA,104.0,Early Morning,Q,WH,O
PAS,20,SUBN,TOYOT,110.0,Early Morning,Q,BK,F
PAS,50,4DSD,ME/BE,66.0,Morning,K,BLACK,I
PAS,40,SUBN,HONDA,83.0,Morning,K,WH,F
PAS,20,SUBN,CHEVR,83.0,Morning,K,WH,F
PAS,40,SUBN,LEXUS,105.0,Morning,Q,LT/,F
PAS,14,SUBN,CHEVR,6.0,Morning,NY,OTHER,F
PAS,14,SUBN,BMW,72.0,Morning,K,BK,F
COM,69,VAN,CHEVR,1.0,Morning,NY,WH,O
COM,69,VAN,CHEVR,18.0,Morning,NY,WH,F
PAS,47,DELV,NS,17.0,Afternoon,NY,WHITE,O
PAS,14,REFG,FRUEH,14.0,Morning,NY,WHITE,I
PAS,71,SUBN,TESLA,40.0,Early Morning,BX,GY,F
PAS,20,SUBN,ACURA,17.0,Early Morning,NY,BLACK,F
PAS,19,DELV,FRUEH,114.0,Early Morning,Q,WHITE,F
PAS,69,VAN,FORD,14.0,Morning,NY,WHITE,F
COM,14,VAN,ME/BE,1.0,Afternoon,NY,WH,F
PAS,14,SUBN,HONDA,14.0,Early Morning,NY,BLACK,F
PAS,20,4DSD,AUDI,120.0,Early Morning,R,BLUE,F
COM,46,REFG,KENWO,9.0,Morning,NY,WH,F
VAS,14,2DSD,ME/BE,17.0,Morning,NY,BK,F
PAS,21,SUBN,FORD,101.0,Morning,Q,BLACK,I
PAS,31,PICK,GMC,18.0,Early Morning,NY,BLUE,F
PAS,21,SUBN,HYUND,62.0,Morning,K,WH,F
PAS,13,4DSD,HONDA,52.0,Early Morning,BX,GR,F
OMT,40,SUBN,ACURA,115.0,Morning,Q,GY,F
PAS,21,SUBN,MAZDA,115.0,Morning,Q,GY,F
SRF,16,SUBN,LINCO,1.0,Early Morning,NY,BR,I
PAS,37,SUBN,LEXUS,13.0,Morning,NY,WHITE,F
PAS,40,4DSD,HONDA,109.0,Early Morning,Q,GREY,F
COM,71,VAN,CHEVR,20.0,Morning,NY,WH,F
PAS,17,DELV,FORD,10.0,Early Morning,NY,YELLO,F
PAS,38,4DSD,HONDA,18.0,Morning,NY,SILVE,F
COM,69,DELV,NS,17.0,Morning,NY,WHITE,O
COM,38,VAN,FORD,19.0,Early Morning,NY,WHITE,F
PAS,74,SUBN,FORD,75.0,Morning,K,OTHER,O
